Order No,Order Date,Order Year,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Order Quantity,Cost Price,Retail Price,Profit Margin,Total
6254-1,4/5/2016,2016,Adrian Shami,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Low,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,Small Pack,35,$4.10 ,$9.31 ,$5.21 ,$313.54 
6256-1,4/6/2016,2016,Emily Grady,14 Money Street,Perth,WA,Home Office,Phoebe Gour,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,10,$1.53 ,$2.78 ,$1.25 ,$28.86 
6257-1,4/10/2016,2016,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Critical,Beekin 105-Key Black Keyboard,Technology,Small Box,35,$6.39 ,$19.98 ,$13.59 ,$633.37 
6258-1,4/11/2016,2016,Barry Weirich,"1/20 Pendal Lane, Perth",Sydney,NSW,Corporate,Charlie Bui,Not Specified,Artisan Hole Reinforcements,Office Supplies,Small Box,21,$3.99 ,$6.23 ,$2.24 ,$131.26 
6260-1,4/11/2016,2016,Berenike Kampe,"6 Brookman Street, Perth",Melbourne,VIC,Corporate,Connor Betts,Critical,Colored Push Pins,Office Supplies,Wrap Bag,22,$0.92 ,$1.81 ,$0.89 ,$37.80 
6261-1,4/11/2016,2016,Corey Lock,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,High,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,34,$2.39 ,$4.26 ,$1.87 ,$141.69 
6263-1,4/13/2016,2016,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Critical,Cando PC940 Copier,Technology,Jumbo Drum,43,$278.99 ,$449.99 ,$171.00 ,"$18,237.60 "
6264-1,4/17/2016,2016,Darrin Sayre,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Low,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,23,$1.05 ,$1.95 ,$0.90 ,$42.44 
6266-1,4/18/2016,2016,Don Weiss,"79 Elliott St,Balmain",Sydney,NSW,Corporate,Aanya Zhang,Medium,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,14,$56.16 ,$136.98 ,$80.82 ,"$1,942.21 "
6266-2,4/18/2016,2016,Don Weiss,"79 Elliott St,Balmain",Sydney,NSW,Corporate,Aanya Zhang,Medium,Binder Clips by OIC,Office Supplies,Wrap Bag,3,$0.93 ,$1.48 ,$0.55 ,$4.70 
6269-1,4/23/2016,2016,Cindy Chapman,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Not Specified,Bagged Rubber Bands,Office Supplies,Wrap Bag,11,$0.24 ,$1.26 ,$1.02 ,$14.56 
6270-1,4/23/2016,2016,Heather Kirkland,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,17,$21.56 ,$36.55 ,$14.99 ,$579.32 
6272-1,4/23/2016,2016,Thomas Thornton,"222 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Smiths Gold Paper Clips,Office Supplies,Wrap Bag,32,$1.82 ,$2.98 ,$1.16 ,$95.99 
6273-1,4/24/2016,2016,Shahid Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,High,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,32,$2.18 ,$3.52 ,$1.34 ,$111.59 
6274-1,4/25/2016,2016,Toby Carlisle,"6/15 Cross Street,Double Bay",Sydney,NSW,Home Office,Leighton Forrest,Not Specified,TechSavi Access Keyboard,Technology,Small Box,18,$8.31 ,$15.98 ,$7.67 ,$265.38 
6275-1,4/25/2016,2016,Stuart Van,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Medium,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,37,$3.48 ,$5.43 ,$1.95 ,$183.78 
6276-1,4/27/2016,2016,Valerie Takahito,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Yvette Biti,High,Colored Envelopes,Office Supplies,Small Box,46,$2.25 ,$3.69 ,$1.44 ,$165.45 
6278-1,5/1/2016,2016,Sally Knutson,32/82 King Street,Perth,WA,Consumer,Mihael Khan,Not Specified,Artisan Durable Binders,Office Supplies,Small Box,45,$1.84 ,$2.88 ,$1.04 ,$128.50 
6278-2,5/1/2016,2016,Sally Knutson,32/82 King Street,Perth,WA,Consumer,Mihael Khan,Not Specified,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,39,$4.46 ,$10.89 ,$6.43 ,$403.73 
6280-1,5/2/2016,2016,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,Aluminum Document Frame,Furniture,Small Pack,46,$5.50 ,$12.22 ,$6.72 ,$531.24 
6280-2,5/2/2016,2016,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,Artisan Poly Binder Pockets,Office Supplies,Small Box,8,$2.26 ,$3.58 ,$1.32 ,$31.53 
6281-1,5/2/2016,2016,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,25,$2.50 ,$5.68 ,$3.18 ,$131.40 
6285-1,5/5/2016,2016,Shaun Weien,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Medium,Artisan Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Small Box,13,$3.52 ,$5.58 ,$2.06 ,$71.18 
6287-1,5/8/2016,2016,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,Low,Fluorescent Highlighters by DrawIt,Office Supplies,Wrap Bag,27,$1.95 ,$3.98 ,$2.03 ,$101.84 
6288-1,5/8/2016,2016,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Corporate,Samantha Chairs,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,20,$0.71 ,$1.14 ,$0.43 ,$21.45 
6290-1,5/9/2016,2016,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,High,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Small Box,4,$84.22 ,$210.55 ,$126.33 ,$810.08 
6291-1,5/10/2016,2016,Roy Collins,6 Brookman Street,Perth,WA,Corporate,Natasha Song,Not Specified,Smiths Standard Envelopes,Office Supplies,Small Box,34,$3.52 ,$5.68 ,$2.16 ,$182.92 
6293-1,5/12/2016,2016,John Lee,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,42,$2.18 ,$3.52 ,$1.34 ,$148.76 
6294-1,5/14/2016,2016,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Corporate,Preston Senome,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,47,$2.29 ,$3.69 ,$1.40 ,$165.26 
6295-1,5/14/2016,2016,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Economy Binders,Office Supplies,Small Box,43,$1.33 ,$2.08 ,$0.75 ,$86.46 
6295-1,5/17/2016,2016,Muhammed MacIntyre,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,High,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,7,$3.88 ,$6.47 ,$2.59 ,$45.60 
6296-1,5/18/2016,2016,Frank Price,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,8,$14.95 ,$34.76 ,$19.81 ,$286.30 
6298-1,5/19/2016,2016,Rose OBrian,"157 Norton St,Leichhardt",Sydney,NSW,Home Office,Stevie Bacata,Medium,Pizazz Colored Pencils,Office Supplies,Wrap Bag,31,$1.76 ,$2.94 ,$1.18 ,$88.30 
6300-1,5/21/2016,2016,Dana Kaydos,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Aluminum Document Frame,Furniture,Small Pack,10,$5.50 ,$12.22 ,$6.72 ,$123.83 
6301-1,5/21/2016,2016,Eric Barreto,14 Money Street,Perth,WA,Small Business,Phoebe Gour,Critical,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,46,$52.07 ,$83.98 ,$31.91 ,"$3,636.31 "
6302-1,5/21/2016,2016,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,47,$14.95 ,$34.76 ,$19.81 ,"$1,494.91 "
6303-1,5/22/2016,2016,Thais Sissman,8 Orange Street,Perth,WA,Corporate,Tina Carlton,Medium,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,1,$4.46 ,$10.89 ,$6.43 ,$15.39 
6304-1,5/22/2016,2016,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,22,$1.18 ,$1.88 ,$0.70 ,$39.13 
6306-1,5/23/2016,2016,Daniel Lacy,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,High,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,5,$2.39 ,$4.26 ,$1.87 ,$22.29 
6307-1,5/26/2016,2016,Jim Karlsson,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Medium,Airmail Envelopes,Office Supplies,Small Box,5,$52.04 ,$83.93 ,$31.89 ,$422.85 
6309-1,5/27/2016,2016,Lela Donovan,"255 Devonshire St,Surry Hills",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,1,$5.33 ,$8.60 ,$3.27 ,$14.27 
6311-1,5/29/2016,2016,Peter Buhler,"2-4 College Street, Darlinghurst",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,32,$14.95 ,$34.76 ,$19.81 ,"$1,098.29 "
6313-1,5/30/2016,2016,Emily Grady,14 Money Street,Perth,WA,Home Office,Phoebe Gour,Medium,TechSavi Internet Navigator Keyboard,Technology,Small Box,24,$6.20 ,$30.98 ,$24.78 ,$688.04 
6315-1,5/31/2016,2016,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,Low,Office Shears by Apex,Office Supplies,Small Pack,49,$0.94 ,$2.08 ,$1.14 ,$96.33 
6316-1,5/31/2016,2016,Bill Donatelli,"101 Murray Street, Perth",Perth,WA,Small Business,Phoebe Gour,High,TechSavi Cordless Access Keyboard,Technology,Small Box,1,$14.70 ,$29.99 ,$15.29 ,$34.29 
6317-1,6/2/2016,2016,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,Critical,Smiths Bulk Pack Metal Binder Clips,Office Supplies,Wrap Bag,50,$3.95 ,$6.08 ,$2.13 ,$278.46 
6319-1,6/3/2016,2016,Brad Eason,"8/2 Edward Street, Perth",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Artisan 481 Labels,Office Supplies,Small Box,11,$1.94 ,$3.08 ,$1.14 ,$33.85 
6320-1,6/3/2016,2016,Jeremy Farry,"181 Enmore Rd,Enmore",Sydney,NSW,Small Business,Radhya Staples,Not Specified,OIC Thumb-Tacks,Office Supplies,Wrap Bag,3,$0.71 ,$1.14 ,$0.43 ,$3.78 
6321-1,6/11/2016,2016,Chuck Clark,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,9,$1.31 ,$2.84 ,$1.53 ,$24.45 
6322-1,6/13/2016,2016,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Critical,Adesso Programmable 142-Key Keyboard,Technology,Small Box,12,$32.02 ,$152.48 ,$120.46 ,"$1,650.78 "
6324-1,6/14/2016,2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,1726 Digital Answering Machine,Technology,Medium Box,2,$8.82 ,$20.99 ,$12.17 ,$46.37 
6325-1,6/14/2016,2016,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Adesso Programmable 142-Key Keyboard,Technology,Small Box,37,$32.02 ,$152.48 ,$120.46 ,"$5,081.58 "
6325-2,6/14/2016,2016,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Laser DVD-RAM discs,Technology,Small Pack,30,$20.18 ,$35.41 ,$15.23 ,$979.31 
6327-1,6/14/2016,2016,Christina Anderson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Critical,Multimedia Mailers,Office Supplies,Small Box,36,$99.39 ,$162.93 ,$63.54 ,"$5,592.20 "
6328-1,6/14/2016,2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,31,$0.71 ,$1.14 ,$0.43 ,$33.57 
6329-1,6/15/2016,2016,Arthur Prichep,"14/76 Newcastle Street, Perth",Sydney,NSW,Home Office,Phoebe Gour,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,11,$13.88 ,$22.38 ,$8.50 ,$258.82 
6330-1,6/15/2016,2016,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Not Specified,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,31,$0.90 ,$2.10 ,$1.20 ,$60.59 
6332-1,6/18/2016,2016,Shaun Weien,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Low,UGen RF Keyboard,Technology,Small Box,31,$81.59 ,$159.99 ,$78.40 ,"$4,915.59 "
6333-1,6/19/2016,2016,John Huston,"154 Castlereagh St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,27,$2.50 ,$5.68 ,$3.18 ,$152.36 
6335-1,6/20/2016,2016,Clay Ludtke,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,34,$21.56 ,$36.55 ,$14.99 ,"$1,132.32 "
6336-1,6/20/2016,2016,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,47,$1.53 ,$2.78 ,$1.25 ,$118.93 
6336-2,6/20/2016,2016,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,30,$1.60 ,$2.62 ,$1.02 ,$75.47 
6337-1,6/25/2016,2016,Cindy Chapman,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Not Specified,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,5,$2.90 ,$4.76 ,$1.86 ,$22.54 
6338-1,6/28/2016,2016,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Medium,Artisan Durable Binders,Office Supplies,Small Box,25,$1.84 ,$2.88 ,$1.04 ,$70.61 
6339-1,6/29/2016,2016,Cyma Kinney,10 Lake Street,Perth,WA,Small Business,Phoebe Gour,Low,Alto Memo Cubes,Office Supplies,Wrap Bag,1,$3.32 ,$5.18 ,$1.86 ,$7.12 
6339-2,6/29/2016,2016,Cyma Kinney,10 Lake Street,Perth,WA,Small Business,Phoebe Gour,Low,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,4,$2.98 ,$5.84 ,$2.86 ,$22.09 
6340-1,6/29/2016,2016,Brian DeCherney,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Critical,Artisan 478 Labels,Office Supplies,Small Box,28,$3.14 ,$4.91 ,$1.77 ,$126.98 
6342-1,6/30/2016,2016,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,9,$13.88 ,$22.38 ,$8.50 ,$210.48 
6343-1,6/30/2016,2016,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Corporate,Phoebe Gour,High,Bagged Rubber Bands,Office Supplies,Wrap Bag,47,$0.24 ,$1.26 ,$1.02 ,$59.92 
6345-1,7/2/2016,2016,Susan Pistek,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Artisan 474 Labels,Office Supplies,Small Box,18,$1.84 ,$2.88 ,$1.04 ,$51.27 
6346-1,7/2/2016,2016,Astrea Jones,"14 Knebworth Avenue, Perth",Sydney,NSW,Corporate,Leighton Forrest,Critical,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,16,$1.60 ,$2.62 ,$1.02 ,$38.95 
6347-1,7/2/2016,2016,Randy Ferguson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,Natasha Song,Low,Aluminum Document Frame,Furniture,Small Pack,46,$5.50 ,$12.22 ,$6.72 ,$548.11 
6348-1,7/3/2016,2016,Philip Fox,"73 York St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Assorted Color Push Pins,Office Supplies,Wrap Bag,50,$0.87 ,$1.81 ,$0.94 ,$84.01 
6349-1,7/5/2016,2016,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,36,$2.26 ,$3.58 ,$1.32 ,$129.19 
6351-1,7/7/2016,2016,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,High,Pizazz Dustless Chalk Sticks,Office Supplies,Wrap Bag,50,$1.09 ,$1.68 ,$0.59 ,$77.44 
6352-1,7/11/2016,2016,Katherine Murray,"18 Whistler St,Sydney",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,2,$3.48 ,$5.43 ,$1.95 ,$11.48 
6353-1,7/12/2016,2016,Debra Catini,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,22,$3.65 ,$5.98 ,$2.33 ,$123.84 
6354-1,7/16/2016,2016,Maribeth Dona,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,High,Adesso Programmable 142-Key Keyboard,Technology,Small Box,2,$32.02 ,$152.48 ,$120.46 ,$299.81 
6355-1,7/17/2016,2016,Kean Thornton,65 Palmerston Street,Perth,WA,Corporate,Natasha Song,Not Specified,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,39,$0.93 ,$1.60 ,$0.67 ,$57.45 
6356-1,7/27/2016,2016,Michelle Huthwaite,"155 Oxford Street,Darlinghurst",Sydney,NSW,Home Office,Samantha Chairs,Critical,HFX 610 Color Digital Copier / Printer,Technology,Large Box,3,$269.99 ,$449.99 ,$180.00 ,"$1,293.46 "
6358-1,7/28/2016,2016,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,18,$13.88 ,$22.38 ,$8.50 ,$397.80 
6359-1,8/2/2016,2016,Dean Percer,"222 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,4,$178.83 ,$415.88 ,$237.05 ,"$1,608.35 "
6361-1,8/3/2016,2016,Michael Stewart,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,49,$4.79 ,$11.97 ,$7.18 ,$539.55 
6362-1,8/4/2016,2016,Bruce Stewart,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,UGen Ultra Cordless Optical Suite,Technology,Small Box,41,$54.52 ,$100.97 ,$46.45 ,"$4,022.76 "
6364-1,8/5/2016,2016,Beth Thompson,"101 Murray Street, Perth",Sydney,NSW,Corporate,Mihael Khan,High,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,6,$1.17 ,$2.78 ,$1.61 ,$17.71 
6365-1,8/7/2016,2016,Maureen Gastineau,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Airmail Envelopes,Office Supplies,Small Box,37,$52.04 ,$83.93 ,$31.89 ,"$3,032.24 "
6367-1,8/8/2016,2016,Michelle Arnett,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,High,Artisan Binder Labels,Office Supplies,Small Box,18,$2.45 ,$3.89 ,$1.44 ,$74.23 
6369-1,8/11/2016,2016,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Consumer,Leighton Forrest,High,Artisan 487 Labels,Office Supplies,Small Box,13,$2.29 ,$3.69 ,$1.40 ,$46.55 
6370-1,8/11/2016,2016,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,Medium,Bagged Rubber Bands,Office Supplies,Wrap Bag,34,$0.24 ,$1.26 ,$1.02 ,$43.54 
6371-1,8/15/2016,2016,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Low,Artisan Binder Labels,Office Supplies,Small Box,30,$2.45 ,$3.89 ,$1.44 ,$113.21 
6373-1,8/17/2016,2016,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,High,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,1,$2.90 ,$4.76 ,$1.86 ,$5.54 
6374-1,8/18/2016,2016,Emily Grady,14 Money Street,Perth,WA,Home Office,Phoebe Gour,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,41,$4.53 ,$7.30 ,$2.77 ,$292.06 
6376-1,8/18/2016,2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,Colored Envelopes,Office Supplies,Small Box,16,$2.25 ,$3.69 ,$1.44 ,$60.36 
6377-1,8/20/2016,2016,Ed Ludwig,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,28,$2.31 ,$3.78 ,$1.47 ,$100.20 
6379-1,8/23/2016,2016,Maria Zettner,"531 King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,Not Specified,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,22,$11.11 ,$19.84 ,$8.73 ,$414.39 
6380-1,8/24/2016,2016,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,NSW,Home Office,Nicholas Fernandes,Low,600 Series Non-Flip,Technology,Small Box,46,$19.78 ,$45.99 ,$26.21 ,"$1,908.98 "
6382-1,8/24/2016,2016,Henry Goldwyn,"541 Church St,Richmond",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Artisan 479 Labels,Office Supplies,Small Box,34,$1.59 ,$2.61 ,$1.02 ,$89.24 
6384-1,8/24/2016,2016,Jasper Cacioppo,14 Knebworth Avenue,Perth,WA,Home Office,Radhya Staples,Low,HFX LaserJet 3310 Copier,Technology,Large Box,16,$377.99 ,$599.99 ,$222.00 ,"$9,624.33 "
6384-2,8/24/2016,2016,Jasper Cacioppo,14 Knebworth Avenue,Perth,WA,Home Office,Radhya Staples,Low,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,39,$11.11 ,$19.84 ,$8.73 ,$770.12 
6387-1,8/24/2016,2016,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Small Business,Samantha Chairs,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,23,$1.53 ,$2.78 ,$1.25 ,$64.64 
6388-1,8/24/2016,2016,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Medium,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Box,50,$16.85 ,$27.18 ,$10.33 ,"$1,340.05 "
6389-1,8/27/2016,2016,Lycoris Saunders,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,High,Apex Straight Scissors,Office Supplies,Small Pack,42,$5.19 ,$12.98 ,$7.79 ,$521.04 
6390-1,8/31/2016,2016,Clay Ludtke,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,Critical,Alto Memo Cubes,Office Supplies,Wrap Bag,32,$3.32 ,$5.18 ,$1.86 ,$157.85 
6391-1,9/3/2016,2016,Cynthia Voltz,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Not Specified,TechSavi Access Keyboard,Technology,Small Box,30,$10.07 ,$15.98 ,$5.91 ,$445.05 
6392-1,9/4/2016,2016,Meg Tillman,"531 King St,Newtown",Sydney,NSW,Small Business,Mihael Khan,Medium,Artisan 48 Labels,Office Supplies,Small Box,40,$3.84 ,$6.30 ,$2.46 ,$242.42 
6393-1,9/5/2016,2016,Kristina Nunn,"22 Civic Rd,Auburn",Sydney,NSW,Consumer,Mihael Khan,Medium,Smiths Bulldog Clip,Office Supplies,Wrap Bag,38,$2.31 ,$3.78 ,$1.47 ,$140.04 
6394-1,9/6/2016,2016,Darrin Van Huff,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,300 Series Non-Flip,Technology,Small Box,22,$62.40 ,$155.99 ,$93.59 ,"$3,371.22 "
6395-1,9/6/2016,2016,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,38,$1.92 ,$3.26 ,$1.34 ,$123.26 
6396-1,9/13/2016,2016,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Smiths File Caddy,Office Supplies,Small Box,46,$4.03 ,$9.38 ,$5.35 ,$399.93 
6397-1,9/14/2016,2016,Nathan Gelder,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,Pizazz Colored Pencils,Office Supplies,Wrap Bag,26,$1.76 ,$2.94 ,$1.18 ,$74.96 
6399-1,9/15/2016,2016,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,High,Emerson LQ-870 Dot Matrix Printer,Technology,Jumbo Drum,44,$219.61 ,$535.64 ,$316.03 ,"$22,875.82 "
